*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_782243BC784893F5	ABPPS09	力量升级 9							提升你的力量和耐力。
_D28EAE3AE0EF72E8	ABPPS10	力量升级 10							提升你的力量和耐力。
_D29EAE3AE0FF72E8	ABPPS11	力量升级 11							提升你的力量和耐力。
_D2AEAE3AE00F72E8	ABPPS12	力量升级 12							提升你的力量和耐力。
_D2BEAE3AE01F72E8	ABPPS13	力量升级 13							提升你的力量和耐力。
_D2CEAE3AE02F72E8	ABPPS14	力量升级 14							提升你的力量和耐力。
_D2DEAE3AE03F72E8	ABPPS15	力量升级 15							提升你的力量和耐力。
_D2EEAE3AE04F72E8	ABPPS16	力量升级 16							提升你的力量和耐力。
_D2FEAE3AE05F72E8	ABPPS17	力量升级 17							提升你的力量和耐力。
_D20EAE3AE06F72E8	ABPPS18	力量升级 18							提升你的力量和耐力。
_D21EAE3AE07F72E8	ABPPS19	力量升级 19							提升你的力量和耐力。
_D28EB23AE0EF76E8	ABPPS20	力量升级 20							提升你的力量和耐力。
_D29EB23AE0FF76E8	ABPPS21	力量升级 21							提升你的力量和耐力。
_D2AEB23AE00F76E8	ABPPS22	力量升级 22							提升你的力量和耐力。
_D2BEB23AE01F76E8	ABPPS23	力量升级 23							提升你的力量和耐力。
_D2CEB23AE02F76E8	ABPPS24	力量升级 24							提升你的力量和耐力。
_D2DEB23AE03F76E8	ABPPS25	力量升级 25							提升你的力量和耐力。
_CCBB8005B28A5257	ABPPS26	力量升级 26							提升你的力量和耐力。
_CCCB8005B29A5257	ABPPS27	力量升级 27							提升你的力量和耐力。
_CCDB8005B2AA5257	ABPPS28	力量升级 28							提升你的力量和耐力。
_CCEB8005B2BA5257	ABPPS29	力量升级 29							提升你的力量和耐力。
_CC5B8405B22A5657	ABPPS30	力量升级 30							提升你的力量和耐力。
_CC6B8405B23A5657	ABPPS31	力量升级 31							提升你的力量和耐力。
_CC7B8405B24A5657	ABPPS32	力量升级 32							提升你的力量和耐力。
_CC8B8405B25A5657	ABPPS33	力量升级 33							提升你的力量和耐力。
_CC9B8405B26A5657	ABPPS34	力量升级 34							提升你的力量和耐力。
_CCAB8405B27A5657	ABPPS35	力量升级 35							提升你的力量和耐力。
_CCBB8405B28A5657	ABPPS36	力量升级 36							提升你的力量和耐力。
_CCCB8405B29A5657	ABPPS37	力量升级 37							提升你的力量和耐力。
_CCDB8405B2AA5657	ABPPS38	力量升级 38							提升你的力量和耐力。
_CCEB8405B2BA5657	ABPPS39	力量升级 39							提升你的力量和耐力。
_CC5B8805B22A5A57	ABPPS40	力量升级 40							提升你的力量和耐力。
_CC6B8805B23A5A57	ABPPS41	力量升级 41							提升你的力量和耐力。
_CC7B8805B24A5A57	ABPPS42	力量升级 42							提升你的力量和耐力。
_CC8B8805B25A5A57	ABPPS43	力量升级 43							提升你的力量和耐力。
_CC9B8805B26A5A57	ABPPS44	力量升级 44							提升你的力量和耐力。
_CCAB8805B27A5A57	ABPPS45	力量升级 45							提升你的力量和耐力。
_CCBB8805B28A5A57	ABPPS46	力量升级 46							提升你的力量和耐力。
_CCCB8805B29A5A57	ABPPS47	力量升级 47							提升你的力量和耐力。
_CCDB8805B2AA5A57	ABPPS48	力量升级 48							提升你的力量和耐力。
_CCEB8805B2BA5A57	ABPPS49	力量升级 49							提升你的力量和耐力。
_CC5B8C05B22A5E57	ABPPS50	力量升级 50							提升你的力量和耐力。
_6E9DCBE4EA848173	ABPPB01	平衡升级 1							提升你的平衡和耐力回复速度。
_6E9DCBE5EA948173	ABPPB02	平衡升级 2							提升你的平衡和耐力回复速度。
_6E9DCBE6EAA48173	ABPPB03	平衡升级 3							提升你的平衡和耐力回复速度。
_6E9DCBE7EAB48173	ABPPB04	平衡升级 4							提升你的平衡和耐力回复速度。
_6E9DCBE8EAC48173	ABPPB05	平衡升级 5							提升你的平衡和耐力回复速度。
_6E9DCBE9EAD48173	ABPPB06	平衡升级 6							提升你的平衡和耐力回复速度。
_6E9DCBEAEAE48173	ABPPB07	平衡升级 7							提升你的平衡和耐力回复速度。
_6E9DCBEBEAF48173	ABPPB08	平衡升级 8							提升你的平衡和耐力回复速度。
_6E9DCBECEA048173	ABPPB09	平衡升级 9							提升你的平衡和耐力回复速度。
_FBF481439D56AEA4	ABPPB10	平衡升级 10							提升你的平衡和耐力回复速度。
_FBF485439D66AEA4	ABPPB11	平衡升级 11							提升你的平衡和耐力回复速度。
_FBF489439D76AEA4	ABPPB12	平衡升级 12							提升你的平衡和耐力回复速度。
_FBF48D439D86AEA4	ABPPB13	平衡升级 13							提升你的平衡和耐力回复速度。
_FBF491439D96AEA4	ABPPB14	平衡升级 14							提升你的平衡和耐力回复速度。
_FBF495439DA6AEA4	ABPPB15	平衡升级 15							提升你的平衡和耐力回复速度。
_FBF499439DB6AEA4	ABPPB16	平衡升级 16							提升你的平衡和耐力回复速度。
_FBF49D439DC6AEA4	ABPPB17	平衡升级 17							提升你的平衡和耐力回复速度。
_FBF4A1439DD6AEA4	ABPPB18	平衡升级 18							提升你的平衡和耐力回复速度。
_FBF4A5439DE6AEA4	ABPPB19	平衡升级 19							提升你的平衡和耐力回复速度。
_FBF481449D56B2A4	ABPPB20	平衡升级 20							提升你的平衡和耐力回复速度。
_FBF485449D66B2A4	ABPPB21	平衡升级 21							提升你的平衡和耐力回复速度。
_FBF489449D76B2A4	ABPPB22	平衡升级 22							提升你的平衡和耐力回复速度。
_FBF48D449D86B2A4	ABPPB23	平衡升级 23							提升你的平衡和耐力回复速度。
_FBF491449D96B2A4	ABPPB24	平衡升级 24							提升你的平衡和耐力回复速度。
_FBF495449DA6B2A4	ABPPB25	平衡升级 25							提升你的平衡和耐力回复速度。
_7ED5CA58D3110BE7	ABPPB26	平衡升级 26							提升你的平衡和耐力回复速度。
_7ED5CE58D3210BE7	ABPPB27	平衡升级 27							提升你的平衡和耐力回复速度。
_7ED5D258D3310BE7	ABPPB28	平衡升级 28							提升你的平衡和耐力回复速度。
_7ED5D658D3410BE7	ABPPB29	平衡升级 29							提升你的平衡和耐力回复速度。
_7ED5B259D3B10FE7	ABPPB30	平衡升级 30							提升你的平衡和耐力回复速度。
_7ED5B659D3C10FE7	ABPPB31	平衡升级 31							提升你的平衡和耐力回复速度。
_7ED5BA59D3D10FE7	ABPPB32	平衡升级 32							提升你的平衡和耐力回复速度。
_7ED5BE59D3E10FE7	ABPPB33	平衡升级 33							提升你的平衡和耐力回复速度。
_7ED5C259D3F10FE7	ABPPB34	平衡升级 34							提升你的平衡和耐力回复速度。
_7ED5C659D3010FE7	ABPPB35	平衡升级 35							提升你的平衡和耐力回复速度。
_7ED5CA59D3110FE7	ABPPB36	平衡升级 36							提升你的平衡和耐力回复速度。
_7ED5CE59D3210FE7	ABPPB37	平衡升级 37							提升你的平衡和耐力回复速度。
_7ED5D259D3310FE7	ABPPB38	平衡升级 38							提升你的平衡和耐力回复速度。
_7ED5D659D3410FE7	ABPPB39	平衡升级 39							提升你的平衡和耐力回复速度。
_7ED5B25AD3B113E7	ABPPB40	平衡升级 40							提升你的平衡和耐力回复速度。
_7ED5B65AD3C113E7	ABPPB41	平衡升级 41							提升你的平衡和耐力回复速度。
_7ED5BA5AD3D113E7	ABPPB42	平衡升级 42							提升你的平衡和耐力回复速度。
_7ED5BE5AD3E113E7	ABPPB43	平衡升级 43							提升你的平衡和耐力回复速度。
_7ED5C25AD3F113E7	ABPPB44	平衡升级 44							提升你的平衡和耐力回复速度。
_7ED5C65AD30113E7	ABPPB45	平衡升级 45							提升你的平衡和耐力回复速度。
_7ED5CA5AD31113E7	ABPPB46	平衡升级 46							提升你的平衡和耐力回复速度。
_7ED5CE5AD32113E7	ABPPB47	平衡升级 47							提升你的平衡和耐力回复速度。
_7ED5D25AD33113E7	ABPPB48	平衡升级 48							提升你的平衡和耐力回复速度。
_7ED5D65AD34113E7	ABPPB49	平衡升级 49							提升你的平衡和耐力回复速度。
_7ED5B25BD3B117E7	ABPPB50	平衡升级 50							提升你的平衡和耐力回复速度。
_5AD00EF897BA6D3D	ABPPD01	灵巧升级 1							提升你的灵巧和专注。
_5AE00EF897CA6D3D	ABPPD02	灵巧升级 2							提升你的灵巧和专注。
_5AF00EF897DA6D3D	ABPPD03	灵巧升级 3							提升你的灵巧和专注。
_5A000EF897EA6D3D	ABPPD04	灵巧升级 4							提升你的灵巧和专注。
_5A100EF897FA6D3D	ABPPD05	灵巧升级 5							提升你的灵巧和专注。
_5A200EF8970A6D3D	ABPPD06	灵巧升级 6							提升你的灵巧和专注。
_5A300EF8971A6D3D	ABPPD07	灵巧升级 7							提升你的灵巧和专注。
_5A400EF8972A6D3D	ABPPD08	灵巧升级 8							提升你的灵巧和专注。
_5A500EF8973A6D3D	ABPPD09	灵巧升级 9							提升你的灵巧和专注。
_FFE0ED653D2EA17E	ABPPD10	灵巧升级 10							提升你的灵巧和专注。
_3FE0ED653D3EA17E	ABPPD11	灵巧升级 11							提升你的灵巧和专注。
_7FE0ED653D4EA17E	ABPPD12	灵巧升级 12							提升你的灵巧和专注。
_BFE0ED653D5EA17E	ABPPD13	灵巧升级 13							提升你的灵巧和专注。
_00E0ED653D6EA17E	ABPPD14	灵巧升级 14							提升你的灵巧和专注。
_40E0ED653D7EA17E	ABPPD15	灵巧升级 15							提升你的灵巧和专注。
_80E0ED653D8EA17E	ABPPD16	灵巧升级 16							提升你的灵巧和专注。
_C0E0ED653D9EA17E	ABPPD17	灵巧升级 17							提升你的灵巧和专注。
_01E0ED653DAEA17E	ABPPD18	灵巧升级 18							提升你的灵巧和专注。
_41E0ED653DBEA17E	ABPPD19	灵巧升级 19							提升你的灵巧和专注。
_FFF0ED653D2EA57E	ABPPD20	灵巧升级 20							提升你的灵巧和专注。
_3FF0ED653D3EA57E	ABPPD21	灵巧升级 21							提升你的灵巧和专注。
_7FF0ED653D4EA57E	ABPPD22	灵巧升级 22							提升你的灵巧和专注。
_BFF0ED653D5EA57E	ABPPD23	灵巧升级 23							提升你的灵巧和专注。
_00F0ED653D6EA57E	ABPPD24	灵巧升级 24							提升你的灵巧和专注。
_40F0ED653D7EA57E	ABPPD25	灵巧升级 25							提升你的灵巧和专注。
_46C0C4EB8C8FC246	ABPPD26	灵巧升级 26							提升你的灵巧和专注。
_86C0C4EB8C9FC246	ABPPD27	灵巧升级 27							提升你的灵巧和专注。
_C7C0C4EB8CAFC246	ABPPD28	灵巧升级 28							提升你的灵巧和专注。
_07C0C4EB8CBFC246	ABPPD29	灵巧升级 29							提升你的灵巧和专注。
_C5D0C4EB8C2FC646	ABPPD30	灵巧升级 30							提升你的灵巧和专注。
_05D0C4EB8C3FC646	ABPPD31	灵巧升级 31							提升你的灵巧和专注。
_45D0C4EB8C4FC646	ABPPD32	灵巧升级 32							提升你的灵巧和专注。
_85D0C4EB8C5FC646	ABPPD33	灵巧升级 33							提升你的灵巧和专注。
_C6D0C4EB8C6FC646	ABPPD34	灵巧升级 34							提升你的灵巧和专注。
_06D0C4EB8C7FC646	ABPPD35	灵巧升级 35							提升你的灵巧和专注。
_46D0C4EB8C8FC646	ABPPD36	灵巧升级 36							提升你的灵巧和专注。
_86D0C4EB8C9FC646	ABPPD37	灵巧升级 37							提升你的灵巧和专注。
_C7D0C4EB8CAFC646	ABPPD38	灵巧升级 38							提升你的灵巧和专注。
_07D0C4EB8CBFC646	ABPPD39	灵巧升级 39							提升你的灵巧和专注。
_C5E0C4EB8C2FCA46	ABPPD40	灵巧升级 40							提升你的灵巧和专注。
_05E0C4EB8C3FCA46	ABPPD41	灵巧升级 41							提升你的灵巧和专注。
_45E0C4EB8C4FCA46	ABPPD42	灵巧升级 42							提升你的灵巧和专注。
_85E0C4EB8C5FCA46	ABPPD43	灵巧升级 43							提升你的灵巧和专注。
_C6E0C4EB8C6FCA46	ABPPD44	灵巧升级 44							提升你的灵巧和专注。
_06E0C4EB8C7FCA46	ABPPD45	灵巧升级 45							提升你的灵巧和专注。
_46E0C4EB8C8FCA46	ABPPD46	灵巧升级 46							提升你的灵巧和专注。
_86E0C4EB8C9FCA46	ABPPD47	灵巧升级 47							提升你的灵巧和专注。
_C7E0C4EB8CAFCA46	ABPPD48	灵巧升级 48							提升你的灵巧和专注。
_07E0C4EB8CBFCA46	ABPPD49	灵巧升级 49							提升你的灵巧和专注。
_C5F0C4EB8C2FCE46	ABPPD50	灵巧升级 50							提升你的灵巧和专注。
_BA2DF7E131CC40E8	ABPPL01	意志升级 1							提升你的意志和专注回复速度。
_BA2DF7E131DC44E8	ABPPL02	意志升级 2							提升你的意志和专注回复速度。
_BA2DF7E131EC48E8	ABPPL03	意志升级 3							提升你的意志和专注回复速度。
_BA2DF7E131FC4CE8	ABPPL04	意志升级 4							提升你的意志和专注回复速度。
_BA2DF7E1310C50E8	ABPPL05	意志升级 5							提升你的意志和专注回复速度。
_BA2DF7E1311C54E8	ABPPL06	意志升级 6							提升你的意志和专注回复速度。
_BA2DF7E1312C58E8	ABPPL07	意志升级 7							提升你的意志和专注回复速度。
_BA2DF7E1313C5CE8	ABPPL08	意志升级 8							提升你的意志和专注回复速度。
_BA2DF7E1314C60E8	ABPPL09	意志升级 9							提升你的意志和专注回复速度。
_F0248929C8FAF8DC	ABPPL10	意志升级 10							提升你的意志和专注回复速度。
_F0248929C81AF8DC	ABPPL11	意志升级 11							提升你的意志和专注回复速度。
_F0248929C83AF8DC	ABPPL12	意志升级 12							提升你的意志和专注回复速度。
_F0248929C85AF8DC	ABPPL13	意志升级 13							提升你的意志和专注回复速度。
_F0248929C87AF8DC	ABPPL14	意志升级 14							提升你的意志和专注回复速度。
_F0248929C89AF8DC	ABPPL15	意志升级 15							提升你的意志和专注回复速度。
_F0248929C8BAF8DC	ABPPL16	意志升级 16							提升你的意志和专注回复速度。
_F0248929C8DAF8DC	ABPPL17	意志升级 17							提升你的意志和专注回复速度。
_F0248929C8FAF8DC	ABPPL18	意志升级 18							提升你的意志和专注回复速度。
_F0248929C81AF8DC	ABPPL19	意志升级 19							提升你的意志和专注回复速度。
_F0248929C8FA00DC	ABPPL20	意志升级 20							提升你的意志和专注回复速度。
_F0248929C81A00DC	ABPPL21	意志升级 21							提升你的意志和专注回复速度。
_F0248929C83A00DC	ABPPL22	意志升级 22							提升你的意志和专注回复速度。
_F0248929C85A00DC	ABPPL23	意志升级 23							提升你的意志和专注回复速度。
_F0248929C87A00DC	ABPPL24	意志升级 24							提升你的意志和专注回复速度。
_F0248929C89A00DC	ABPPL25	意志升级 25							提升你的意志和专注回复速度。
_CE5401E52A9BCAF1	ABPPL26	意志升级 26							提升你的意志和专注回复速度。
_CE5401E52ABBCAF1	ABPPL27	意志升级 27							提升你的意志和专注回复速度。
_CE5401E52ADBCAF1	ABPPL28	意志升级 28							提升你的意志和专注回复速度。
_CE5401E52AFBCAF1	ABPPL29	意志升级 29							提升你的意志和专注回复速度。
_CE5401E52ADBD2F1	ABPPL30	意志升级 30							提升你的意志和专注回复速度。
_CE5401E52AFBD2F1	ABPPL31	意志升级 31							提升你的意志和专注回复速度。
_CE5401E52A1BD2F1	ABPPL32	意志升级 32							提升你的意志和专注回复速度。
_CE5401E52A3BD2F1	ABPPL33	意志升级 33							提升你的意志和专注回复速度。
_CE5401E52A5BD2F1	ABPPL34	意志升级 34							提升你的意志和专注回复速度。
_CE5401E52A7BD2F1	ABPPL35	意志升级 35							提升你的意志和专注回复速度。
_CE5401E52A9BD2F1	ABPPL36	意志升级 36							提升你的意志和专注回复速度。
_CE5401E52ABBD2F1	ABPPL37	意志升级 37							提升你的意志和专注回复速度。
_CE5401E52ADBD2F1	ABPPL38	意志升级 38							提升你的意志和专注回复速度。
_CE5401E52AFBD2F1	ABPPL39	意志升级 39							提升你的意志和专注回复速度。
_CE5401E52ADBDAF1	ABPPL40	意志升级 40							提升你的意志和专注回复速度。
_CE5401E52AFBDAF1	ABPPL41	意志升级 41							提升你的意志和专注回复速度。
_CE5401E52A1BDAF1	ABPPL42	意志升级 42							提升你的意志和专注回复速度。
_CE5401E52A3BDAF1	ABPPL43	意志升级 43							提升你的意志和专注回复速度。
_CE5401E52A5BDAF1	ABPPL44	意志升级 44							提升你的意志和专注回复速度。
_CE5401E52A7BDAF1	ABPPL45	意志升级 45							提升你的意志和专注回复速度。
