*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_EB462E494FDE2A11	ictr1b	Fletcher 弓手枪			Fletcher 弓手枪			单手 Tryker 弓手枪
_040FAD3B40BCF4AA	ictr1p	Rade 手枪			Rade 手枪			单手 Tryker 手枪
_ABFE5B0DE7E6DEC9	ictr2a	Rayler 连发投射器			Rayler 连发投射器			双手 Tryker 连发投射器
_A627BE6EF46F458B	ictr2b	Flunker 弓式步枪			Flunker 弓式步枪			双手 Tryker 弓式步枪
_88311E6FC81A9587	ictr2h	Poon 鱼叉			Poon 鱼叉			双手 Tryker 鱼叉
_E3276E74B71F9D92	ictr2l	Doomer 投射器			Doomer 投射器			双手 Tryker 投射器
_0E4011336AB68542	ictr2r	Boomer 步枪			Boomer 步枪			双手 Tryker 步枪
_EE11497AC41E14FC	ictsb	Stilten 小圆盾			Stilten 小圆盾			Tryker 小圆盾
_7920111EADDE75C2	ictss	Parper 盾牌			Parper 盾牌			Tryker 盾牌
_05BC11575B603E78	iczahb	Tan-Ko 靴子			Tan-Ko 靴子			Zoraï 重型靴子
_CA199450CE166E3F	iczahg	Tan-Ko 手套			Tan-Ko 手套			Zoraï 重型手套
_C6F978510F16523C	iczahh	Tan-Ko 头盔			Tan-Ko 头盔			Zoraï 重型头盔
_829D0D49DF607677	iczahp	Tan-Ko 裤子			Tan-Ko 裤子			Zoraï 重型裤子
_003FC4BCA7D5BE44	iczahs	Tan-Ko 护臂			Tan-Ko 护臂			Zoraï 重型护臂
_4EFC8D77F634D976	iczahv	Tan-Ko 背心			Tan-Ko 背心			Zoraï 重型背心
_86FC2152D8C03A72	iczalb	Nin-Ka 靴子			Nin-Ka 靴子			Zoraï 轻型靴子
_CB59944B4B26464D	iczalg	Nin-Ka 手套			Nin-Ka 手套			Zoraï 轻型手套
_03DD1D445CC07271	iczalp	Nin-Ka 裤子			Nin-Ka 裤子			Zoraï 轻型裤子
_013FC4B7E354E650	iczals	Nin-Ka 护臂			Nin-Ka 护臂			Zoraï 轻型护臂
_CB5C9D767394E979	iczalv	Nin-Ka 背心			Nin-Ka 背心			Zoraï 轻型背心
_7DF72125DEF70A5B	iczamb	Shaï-Don 靴子			Shaï-Don 靴子			Zoraï 中型靴子
_B9BA2C056334C25F	iczamg	Shaï-Don 手套			Shaï-Don 手套			Zoraï 中型手套
_C1175925DEF73E4D	iczamp	Shaï-Don 裤子			Shaï-Don 裤子			Zoraï 中型裤子
_47049B01A482B6AC	iczams	Shaï-Don 护臂			Shaï-Don 护臂			Zoraï 中型护臂
_C18A323AE9A4AA6A	iczamv	Shaï-Don 背心			Shaï-Don 背心			Zoraï 中型背心
_6E395D13EA782C07	iczja	Zoraï 脚环			Zoraï 脚环			Zoraï 脚环
_D6CC3F6DFDF065DC	iczjb	Zoraï 手镯			Zoraï 手镯			Zoraï 手镯
_F0395D05EA78DC00	iczjd	Zoraï 头冠			Zoraï 头冠			Zoraï 头冠
_EC3327136D3FEDE7	iczje	Zoraï 耳环			Zoraï 耳环			Zoraï 耳环
_AF045B0BE81DED01	iczjp	Zoraï 吊坠			Zoraï 吊坠			Zoraï 吊坠
_5F9536C309C9B8B1	iczjr	Zoraï 戒指			Zoraï 戒指			Zoraï 戒指
_C35C3B12E638B417	iczm1bm	Nanka 锤			Nanka 锤			单手 Zoraï 锤
_9518411662393C71	iczm1bs	Shopan 杖			Shopan 杖			单手 Zoraï 杖
_85214915DE1E2559	iczm1pd	Lam 匕首			Lam 匕首			单手 Zoraï 匕首
_95183D12E4D80C6A	iczm1ps	Katoo 矛			Katoo 矛			单手 Zoraï 矛
_55EF6212436065CE	iczm1pse	电击 Katoo 矛			电击 Katoo 矛			单手 Zoraï 电击矛
_CD57A78D610B5C10	iczm1sa	Chok 斧			Chok 斧			单手 Zoraï 斧
_95183920E8498C71	iczm1ss	Kovan 剑			Kovan 剑			单手 Zoraï 剑
_97C2150E9462E5E6	iczm2bm	Kanka 锤			Kanka 锤			双手 Zoraï 锤
_8C5C3B12E8E99820	iczm2pp	Pukatoo 长矛			Pukatoo 长矛			双手 Zoraï 长矛
_189399873AAB2359	iczm2sa	Kra-Cho 斧			Kra-Cho 斧			双手 Zoraï 长斧
_408471426114B10B	iczm2ss	Matchata 剑			Matchata 剑			双手 Zoraï 长剑
_569AB928797080D0	iczp1bb	Zin-Kan 砸击弹药			Zin-Kan 砸击弹药			Zoraï 弓手枪砸击弹药
_12DA6D33FD5180BF	iczp1bp	Zin-Kan 穿刺弹药			Zin-Kan 穿刺弹药			Zoraï 弓手枪穿刺弹药
_94AA6939BD8180C4	iczp1bs	Zin-Kan 劈砍弹药			Zin-Kan 劈砍弹药			Zoraï 弓手枪劈砍弹药
_6A6FF5D7134F57E9	iczp1gb	Zoraï 手榴弹砸击弹药			Zoraï 手榴弹砸击弹药			Zoraï 手榴弹砸击弹药
_6A6FB1CA10FF83F7	iczp1gp	Zoraï 手榴弹穿刺弹药			Zoraï 手榴弹穿刺弹药			Zoraï 手榴弹穿刺弹药
_6A6FC5D04F1F9BFA	iczp1gs	Zoraï 手榴弹劈砍弹药			Zoraï 手榴弹劈砍弹药			Zoraï 手榴弹劈砍弹药
_91D8AED256635C63	iczp1pb	Tchaï 砸击弹药			Tchaï 砸击弹药			Zoraï 手枪砸击弹药
_D0B9AEC157326061	iczp1pp	Tchaï 穿刺弹药			Tchaï 穿刺弹药			Zoraï 手枪穿刺弹药
_91E9AEC697727060	iczp1ps	Tchaï 劈砍弹药			Tchaï 劈砍弹药			Zoraï 手枪劈砍弹药
_6269C50B8192B1C8	iczp2ab	Mo-Ka 砸击弹药			Mo-Ka 砸击弹药			Zoraï 连发投射器砸击弹药
_A139D5FBC043C1B8	iczp2ap	Mo-Ka 穿刺弹药			Mo-Ka 穿刺弹药			Zoraï 连发投射器穿刺弹药
_62B9D9F781F3C5B4	iczp2as	Mo-Ka 劈砍弹药			Mo-Ka 劈砍弹药			Zoraï 连发投射器劈砍弹药
_711945EFBCB40BF4	iczp2bb	Ma-Kam 砸击弹药			Ma-Kam 砸击弹药			Zoraï 弓式步枪砸击弹药
_71F765CF3A570BF4	iczp2bp	Ma-Kam 穿刺弹药			Ma-Kam 穿刺弹药			Zoraï 弓式步枪穿刺弹药
_71976DC7BCE70BF4	iczp2bs	Ma-Kam 劈砍弹药			Ma-Kam 劈砍弹药			Zoraï 弓式步枪劈砍弹药
_ED5915E7BCF4830E	iczp2lb	Ba-Zoon 砸击弹药			Ba-Zoon 砸击弹药			Zoraï 投射器砸击弹药
_ED3735C73A97830E	iczp2lp	Ba-Zoon 穿刺弹药			Ba-Zoon 穿刺弹药			Zoraï 投射器穿刺弹药
_EDD73DBFBC27830E	iczp2ls	Ba-Zoon 劈砍弹药			Ba-Zoon 劈砍弹药			Zoraï 投射器劈砍弹药
_580DAB5FB96180A2	iczp2rb	Shoy-Ton 砸击弹药			Shoy-Ton 砸击弹药			Zoraï 步枪砸击弹药
_DD0C9F6D7483408E	iczp2rp	Shoy-Ton 穿刺弹药			Shoy-Ton 穿刺弹药			Zoraï 步枪穿刺弹药
_DDCCAB70B6C33096	iczp2rs	Shoy-Ton 劈砍弹药			Shoy-Ton 劈砍弹药			Zoraï 步枪劈砍弹药
_CE6FF68BBC5B5BB3	iczr1b	Zin-Kan 弓手枪			Zin-Kan 弓手枪			单手 Zoraï 弓手枪
_E6F0F92BF0B835A1	iczr1p	Tchaï 手枪			Tchaï 手枪			单手 Zoraï 手枪
_0FCC36741F663E09	iczr2a	Mo-Ka 连发投射器			Mo-Ka 连发投射器			双手 Zoraï 连发投射器
_EE28C67DC8FD2C30	iczr2b	Ma-Kam 弓式步枪			Ma-Kam 弓式步枪			双手 Zoraï 弓式步枪
_B258BE75447D5033	iczr2l	Ba-Zoon 投射器			Ba-Zoon 投射器			双手 Zoraï 投射器
_AB742714EBC77052	iczr2r	Shoy-Ton 步枪			Shoy-Ton 步枪			双手 Zoraï 步枪
_6DE42F0D6CDD01F5	iczsb	Kastu 小圆盾			Kastu 小圆盾			Zoraï 小圆盾
_B8395DF36E981C0D	iczss	Pakmon 盾牌			Pakmon 盾牌			Zoraï 盾牌
_6407D4D4A9C10FEF	itammo	弹药制造工具			弹药制造工具			
_9E0C2CD422DDB3BA	itarmor	护甲制造工具			护甲制造工具			
_1D263E6218B63AD1	item_sap_recharge	树液充能			树液充能			
_85C08D030470FD15	itforage	采集镐			采集镐			
_541CDC7AFAAEE0A9	itjewel	首饰制造工具			首饰制造工具			
_20311811CBA4BCB4	itmwea	近战武器制造工具			近战武器制造工具			
_A0A208164BC4ACB9	itrwea	远程武器制造工具			远程武器制造工具			
_D9025F5921586BE5	ka_cheveux_medium01	Kami 中发发型			Kami 中发发型			
_069E610156ABB4C4	kami_vial	Kami 小瓶			Kami 小瓶			
_CB52FE7488133287	large_brazier	大型火盆			大型火盆			
_B9B29849DF8B024E	large_kamic_sphere	大型 Kamic 宝珠			大型 Kamic 宝珠			
_BCBF7D3BF5304510	large_purse	大型钱袋			大型钱袋			
_AC819104F3D03922	light_armor_acreditation	轻型护甲认证			轻型护甲认证			
_1041F666BDA3F686	light_package	轻型包裹			轻型包裹			
_D8180C74D3C448B9	list_of_merchandises	商品清单			商品清单			
_C4F1E308F3B79B1C	ma_armor01_armpad	Matis 护甲护臂			Matis 护甲护臂			Matis 护甲护臂
_A969BA4478160BA2	ma_armor01_bottes	Matis 护甲靴子			Matis 护甲靴子			Matis 护甲靴子
_A52B71A12D8D8EF1	ma_armor01_gilet	Matis 护甲背心			Matis 护甲背心			Matis 护甲背心
_749167D1790D2FAC	ma_armor01_hand	Matis 护甲手套			Matis 护甲手套			Matis 护甲手套
_D42AC3BF2A9DDF6C	ma_armor01_pantabotte	Matis 护甲裤子			Matis 护甲裤子			Matis 护甲裤子
_69E94AB790BE57CB	ma_cheveux_long01	Matis 长发型			Matis 长发型			Matis 长发
_490D5BFAA6DBBE8B	ma_cheveux_medium01	Matis 中发发型			Matis 中发发型			Matis 中发
_C73CA7E9637D729B	ma_cheveux_shave_01	Matis 剃发发型			Matis 剃发发型			Matis 剃发
_E52D77311B7943A5	ma_cheveux_shave01	Matis 剃发发型			Matis 剃发发型			Matis 剃发
_2587B93BE45C76FC	ma_cheveux_short01	Matis 短发型			Matis 短发型			Matis 短发
_70E80025D8512906	ma_cheveux01	Matis 发型			Matis 发型			Matis 头发
_B0E80025D8512906	ma_cheveux02	Matis 发型			Matis 发型			Matis 头发
_9B80EEB091236293	ma_civil01_armpad	Matis 护臂			Matis 护臂			Matis 护臂
_E0C5913B408B5D7D	ma_civil01_bottes	Matis 靴子			Matis 靴子			Matis 靴子
_89041544065E3423	ma_civil01_gilet	Matis 背心			Matis 背心			Matis 背心
_DEC0B9A4E3B8D64B	ma_civil01_pantabotte	Matis 裤子			Matis 裤子			Matis 裤子
_E43BEFE95D1816A4	ma_note	战斗大师的便笺			战斗大师的便笺			
_725A8EBB6217DA45	ma_underwear_armpad	Matis 护臂			Matis 护臂			Matis 护臂
_9C028A4213B52E89	ma_underwear_bottes	Matis 靴子			Matis 靴子			Matis 靴子
_E594D67F7110B97D	ma_underwear_gilet	Matis 背心			Matis 背心			Matis 背心
_E505FE855C3D2285	ma_underwear_hand	Matis 手套			Matis 手套			Matis 手套
_7C8C93E8593505AD	ma_underwear_pantabottes	Matis 裤子			Matis 裤子			Matis 裤子
_089E25FF6384F0CB	ma_visage	Matis 面具			Matis 面具			Matis 面具
_21669694396E96AB	mb_mektoub_stew	Mektoub 炖肉			Mektoub 炖肉			
_5E39CF8A20969EE2	mb_merchant_list	商人的清单			商人的清单			
_A7D2B32DF592E359	mb_merchant_package	商人的包裹			商人的包裹			
_828BC0C3E24BCB1F	mb_seal_1	Avalae 商人的印章			Avalae 商人的印章			
_78DBA3E7192713C9	mb_seal_2	Natae 商人的印章			Natae 商人的印章			
_8B4367553D4A494E	medium_armors_acreditation	中型护甲认证			中型护甲认证			
_0F761E7242B22E3F	medium_barrel	中型木桶			中型木桶			
_5F8713E457AF5635	medium_brazier	中型火盆			中型火盆			
_974D568CC0ED5152	medium_conch	中型海螺			中型海螺			
_86AE3770C77E4C4A	medium_kamic_sphere	中型 Kamic 宝珠			中型 Kamic 宝珠			
_D0AEB6F219B80CF2	medium_living_sculpture	中型活体雕塑			中型活体雕塑			
_18C503B3DF9E2639	medium_package	中型包裹			中型包裹			
_9D8D6AA082EF71F9	medium_purse	中型钱袋			中型钱袋			
_1CD556271BDB1E25	merchant_bag	商人的袋子			商人的袋子			
_A6959A9ADC9C1A17	merchant_box	商人的箱子			商人的箱子			
_45C1CFFCBE0C5854	merchant_supplies	商人的补给			商人的补给			
_A789C49F25D8B4A0	message	消息			消息			
_2E1AA8946C872CB1	mirror	镜子			镜子			
_F64C5DE524BB05FF	money_for_remedy	买药的钱			买药的钱			
_8E7AD8D730C6D3FF	old_man_materials	老人的材料			老人的材料			
_9750EE5895BDB640	old_man_seeds	老人的种子			老人的种子			
_75599B979843A9D2	orange_medicine	橙色药剂			橙色药剂			
_EED9B8AAE9B73C9D	order	订单			订单			
_2098B4B1ACDB2CA2	pot	陶罐			陶罐			
_F99CEB9BD993B1E8	purple_medicine	紫色药剂			紫色药剂			
_C5C29B9FE80B56FB	range_weapons_acreditation	远程武器认证			远程武器认证			
_886FBEB2C60E45D5	raw_material_acreditation	原材料认证			原材料认证			
_96C406831C9E09D7	red_medicine	红色药剂			红色药剂			
_F8BE08414BEEAD03	remedy_vial	药剂小瓶			药剂小瓶			
_2C5C7C9CEC0930B5	report	报告			报告			
_08C5414F429F9D99	ring_of_vows	誓言戒指			誓言戒指			
_54D20557F25F5553	sage_flower	贤者之花			贤者之花			
_1432055434BF7551	sage_letter	贤者的信			贤者的信			
_8E360A7E06735A3F	sealed_letter	密封的信			密封的信			
_73BDEB3FA57A7350	shriveled_dead_seed	干瘪的死种			干瘪的死种			
_98C42091C4FE79F6	small_barrel	小木桶			小木桶			
_0DB15E6F47444E8E	small_brazier	小火盆			小火盆			
_BDADB634380FE905	small_conch	小海螺			小海螺			
_4001F857DFFB164B	small_kamic_sphere	小型 Kamic 宝珠			小型 Kamic 宝珠			
_DF75EE35B5170C6B	small_living_sculpture	小型活体雕塑			小型活体雕塑			
_C21FAD42B7F01512	small_purse	小钱袋			小钱袋			
_3EA1464EEE7C0BF1	spadassin_letter	刺客的信			刺客的信			
_BBAF6F73F8E1980F	stableboy_whistle	马夫的哨子			马夫的哨子			
_9F7969CD48038C45	strange_vibrant_ring	奇异振动戒指			奇异振动戒指			
_A5C91F9C9107D188	supplier_list	补给官的清单			补给官的清单			
_7D4F17E7DA1B9EAD	swarmplants_fiber	Shooki 纤维			Shooki 纤维			
_BE6F2F00E287B6A1	swarmplants_fruit	Shooki 果实块			Shooki 果实块			
_BD3B43B779DB0347	system_mp	通用原材料			通用原材料			
_30F918D5F12534AE	tiny_worms	小虫			小虫			
_07B9026136094B1D	tp_kami_avalae	Avalae Kami 传送契约			Avalae Kami 传送契约			
_23447993CF7362B6	tp_kami_avendale	Avendale Kami 传送契约			Avendale Kami 传送契约			
_20803448AE30DC51	tp_kami_bountybeaches	丰饶海滩 Kami 传送契约			丰饶海滩 Kami 传送契约			
_27494121D02F0723	tp_kami_citiesofintuition	直觉之城 Kami 传送契约			直觉之城 Kami 传送契约			
_322256AF9E25222E	tp_kami_crystabell	Crystabell Kami 传送契约			Crystabell Kami 传送契约			
_DF202013E5D845DC	tp_kami_davae	Davae Kami 传送契约			Davae Kami 传送契约			
_207DBCA00651CEC7	tp_kami_dewdrops	露珠 Kami 传送契约			露珠 Kami 传送契约			
_15FC695B9C9B8985	tp_kami_dunesofexil	流亡沙丘 Kami 传送契约			流亡沙丘 Kami 传送契约			
_E530180FEBD845EE	tp_kami_dyron	Dyron Kami 传送契约			Dyron Kami 传送契约			
_102B644533DF0C89	tp_kami_enchantedisle	魔法之岛 Kami 传送契约			魔法之岛 Kami 传送契约			
_01769B5D827FB970	tp_kami_fairhaven	Fairhaven Kami 传送契约			Fairhaven Kami 传送契约			
_100A51AF77E3D8A5	tp_kami_fleetinggarden	瞬息花园 Kami 传送契约			瞬息花园 Kami 传送契约			
_C88E1ECD5FA82066	tp_kami_forbidden_depths	禁忌深处 Kami 传送契约			禁忌深处 Kami 传送契约			
_F7DAC907AE2BCFEA	tp_kami_frahartowers	Frahar 之塔 Kami 传送契约			Frahar 之塔 Kami 传送契约			
_838F8F6A3DEA03F3	tp_kami_gate_of_obscurity	晦暗之门 Kami 传送契约			晦暗之门 Kami 传送契约			
_74CBF661023055B4	tp_kami_groveofconfusion	困惑之林 Kami 传送契约			困惑之林 Kami 传送契约			
_236D8DD27FFC9BF6	tp_kami_groveofumbra	幽影之林 Kami 传送契约			幽影之林 Kami 传送契约			
_18B0ABD67C7BC268	tp_kami_havenofpurity	纯净庇护所 Kami 传送契约			纯净庇护所 Kami 传送契约			
_D7A8A67FBFB2A117	tp_kami_hereticshovel	异端陋室 Kami 传送契约			异端陋室 Kami 传送契约			
_F1A7F1E9335AC7E9	tp_kami_hiddensource	隐秘之源 Kami 传送契约			隐秘之源 Kami 传送契约			
_95C8974CF6736328	tp_kami_hoi_cho	Hoï-Cho Kami 传送契约			Hoï-Cho Kami 传送契约			
_95082B59F603033C	tp_kami_jen_lai	Jen-Laï Kami 传送契约			Jen-Laï Kami 传送契约			
_598BB9CB12A21D17	tp_kami_knollofdissent	异见之丘 Kami 传送契约			异见之丘 Kami 传送契约			
_75FA0A9FDA2DF997	tp_kami_knotofdementia	痴乱之结 Kami 传送契约			痴乱之结 Kami 传送契约			
_C57891DDDFCA1DC0	tp_kami_lagoonsofloria	Loria 泻湖 Kami 传送契约			Loria 泻湖 Kami 传送契约			
_8C3729D21C1B783E	tp_kami_maidengrove	处女之林 Kami 传送契约			处女之林 Kami 传送契约			
_95006756F65B4B2D	tp_kami_min_cho	Min-Cho Kami 传送契约			Min-Cho Kami 传送契约			
_DFE02025E57845DC	tp_kami_natae	Natae Kami 传送契约			Natae Kami 传送契约			
_8D4255C2205E5E1F	tp_kami_nexus_bagne	Nexus Kami 传送契约			Nexus Kami 传送契约			
_68E8A49D792E787D	tp_kami_nexus_route_gouffre	Nexus 至幽影之地隧道 Kami 传送契约			Nexus 至幽影之地隧道 Kami 传送契约			
_8D4265CD217F5E1F	tp_kami_nexus_terre	Nexus Kami 传送契约			Nexus Kami 传送契约			
_9977629DFE927130	tp_kami_oflovaksoasis	Oflovak 绿洲 Kami 传送契约			Oflovak 绿洲 Kami 传送契约			
_7639AD02B4A8CFDE	tp_kami_outlawcanyon	亡命峡谷 Kami 传送契约			亡命峡谷 Kami 传送契约			
_7850123EA6EC7D65	tp_kami_pyr	Pyr Kami 传送契约			Pyr Kami 传送契约			
_4DD971D9F5E5ACBA	tp_kami_restingwater	静水 Kami 传送契约			静水 Kami 传送契约			
_106975D6B0F6D0CB	tp_kami_sawdustmines	木屑矿场 Kami 传送契约			木屑矿场 Kami 传送契约			
_8A352D399110C694	tp_kami_the_trench_of_trials_tryker	试炼之堑至 Tryker 隧道 Kami 传送契约			试炼之堑至 Tryker 隧道 Kami 传送契约			
_9E3B4184F18EEBEA	tp_kami_the_trench_of_trials_zorai	试炼之堑 Kami 传送契约			试炼之堑 Kami 传送契约			
_F074FD05BE66EA09	tp_kami_the_abyss_of_ichor_matis	灵液深渊 Kami 传送契约			灵液深渊 Kami 传送契约			
_C9AC0CC6763B75EB	tp_kami_the_abyss_of_ichor_nexus	灵液深渊至 Nexus 隧道 Kami 传送契约			灵液深渊至 Nexus 隧道 Kami 传送契约			
_8988092FDDBB834A	tp_kami_the_elusive_forest	迷踪之林 Kami 传送契约			迷踪之林 Kami 传送契约			
_8F5520E7D38B43C2	tp_kami_the_land_of_continuity	延续之地 Kami 传送契约			延续之地 Kami 传送契约			
_D45ED6C737DB0AAB	tp_kami_the_sunken_city	沉没之城 Kami 传送契约			沉没之城 Kami 传送契约			
_EADEB3FA3786E560	tp_kami_the_under_spring_fyros	地下之泉 Kami 传送契约			地下之泉 Kami 传送契约			
_42CC929856B94D9D	tp_kami_the_under_spring_zorai	地下之泉至 Zoraï 隧道 Kami 传送契约			地下之泉至 Zoraï 隧道 Kami 传送契约			
_3A8B056DD4DBFD5B	tp_kami_the_windy_gate	狂风之门 Kami 传送契约			狂风之门 Kami 传送契约			
_9C8C44B116DE06C1	tp_kami_thefount	泉源 Kami 传送契约			泉源 Kami 传送契约			
_143541D408BE999D	tp_kami_thesavagedunes	蛮荒沙丘 Kami 传送契约			蛮荒沙丘 Kami 传送契约			
_C43B8D55CEAF4B37	tp_kami_thescorchedcorridor	焦土走廊 Kami 传送契约			焦土走廊 Kami 传送契约			
_C89BDA667EE99F3D	tp_kami_thesos	Thesos Kami 传送契约			Thesos Kami 传送契约			
_1E942BC3046F9F09	tp_kami_thevoid	虚空 Kami 传送契约			虚空 Kami 传送契约			
_2A12E0BBF90A9EBA	tp_kami_upperbog	上部沼泽 Kami 传送契约			上部沼泽 Kami 传送契约			
_F14276D81EF3FE11	tp_kami_windermeer	Windermeer Kami 传送契约			Windermeer Kami 传送契约			
_54FB2C9D5B0C480A	tp_kami_windsofmuse	Muse 之风 Kami 传送契约			Muse 之风 Kami 传送契约			
_23E1B39903AD776F	tp_kami_yrkanis	Yrkanis Kami 传送契约			Yrkanis Kami 传送契约			
_F52058C46F66EC69	tp_kami_zora	Zora Kami 传送契约			Zora Kami 传送契约			
_20663257DA9B5875	tp_kami_zorai_nland	Zoraï 之岛 Kami 传送契约			Zoraï 之岛 Kami 传送契约			
_9FC4BF66DAECEB4A	tp_karavan_avalae	Avalae Karavan 传送契约			Avalae Karavan 传送契约			
_26F83164ED9246E7	tp_karavan_avendale	Avendale Karavan 传送契约			Avendale Karavan 传送契约			
_8AC25AB5DA8710B5	tp_karavan_bountybeaches	丰饶海滩 Karavan 传送契约			丰饶海滩 Karavan 传送契约			
_D33A2CF9044A55EB	tp_karavan_crystabell	Crystabell Karavan 传送契约			Crystabell Karavan 传送契约			
_D39FCF7FF0B7B7C7	tp_karavan_davae	Davae Karavan 传送契约			Davae Karavan 传送契约			
_CC45713B28E48FAD	tp_karavan_dewdrops	露珠 Karavan 传送契约			露珠 Karavan 传送契约			
_1F8932ED90D67342	tp_karavan_dunesofexil	流亡沙丘 Karavan 传送契约			流亡沙丘 Karavan 传送契约			
_D220CF88B5572BED	tp_karavan_dyron	Dyron Karavan 传送契约			Dyron Karavan 传送契约			
_4527CAF28D13FF90	tp_karavan_enchantedisle	魔法之岛 Karavan 传送契约			魔法之岛 Karavan 传送契约			
_F27E94F96378FF05	tp_karavan_fairhaven	Fairhaven Karavan 传送契约			Fairhaven Karavan 传送契约			
_A8B79B999374E261	tp_karavan_fleetinggarden	瞬息花园 Karavan 传送契约			瞬息花园 Karavan 传送契约			
_1742F8BEE1B37B4C	tp_karavan_forbidden_depths	禁忌深处 Karavan 传送契约			禁忌深处 Karavan 传送契约			
_09E0D4BD4D69BEB2	tp_karavan_frahartowers	Frahar 之塔 Karavan 传送契约			Frahar 之塔 Karavan 传送契约			
_B4D819D39162DF40	tp_karavan_gate_of_obscurity	晦暗之门 Karavan 传送契约			晦暗之门 Karavan 传送契约			
_A2689B28A9275BE2	tp_karavan_groveofconfusion	困惑之林 Karavan 传送契约			困惑之林 Karavan 传送契约			
_9C2169901F0C9E20	tp_karavan_groveofumbra	幽影之林 Karavan 传送契约			幽影之林 Karavan 传送契约			
_5CB669E08EE37EA0	tp_karavan_havenofpurity	纯净庇护所 Karavan 传送契约			纯净庇护所 Karavan 传送契约			
_1D61E227D1AE2DC8	tp_karavan_hereticshovel	异端陋室 Karavan 传送契约			异端陋室 Karavan 传送契约			
_C6D1A4B78B17BEA1	tp_karavan_hiddensource	隐秘之源 Karavan 传送契约			隐秘之源 Karavan 传送契约			
_6CE4F5C6C4E82F79	tp_karavan_hoi_cho	Hoï-Cho Karavan 传送契约			Hoï-Cho Karavan 传送契约			
_4A04013E25684BEF	tp_karavan_jen_lai	Jen-Laï Karavan 传送契约			Jen-Laï Karavan 传送契约			
_B0F26743D8D741A2	tp_karavan_knollofdissent	异见之丘 Karavan 传送契约			异见之丘 Karavan 传送契约			
_ABCCD51B596D4FE2	tp_karavan_knotofdementia	痴乱之结 Karavan 传送契约			痴乱之结 Karavan 传送契约			
_B00C93E7AF7C93DC	tp_karavan_lagoonsofloria	Loria 泻湖 Karavan 传送契约			Loria 泻湖 Karavan 传送契约			
_2BE41B6E14FE7260	tp_karavan_maidengrove	处女之林 Karavan 传送契约			处女之林 Karavan 传送契约			
_28D8AFA39314E659	tp_karavan_majesticgarden	威严花园 Karavan 传送契约			威严花园 Karavan 传送契约			
_9203F78B81CE5A84	tp_karavan_matis_nland	Matis 之岛 Karavan 传送契约			Matis 之岛 Karavan 传送契约			
_ADE4F545E3D85773	tp_karavan_min_cho	Min-Cho Karavan 传送契约			Min-Cho Karavan 传送契约			
_D59FF77FF097AFD1	tp_karavan_natae	Natae Karavan 传送契约			Natae Karavan 传送契约			
_6F6033B09D26491B	tp_karavan_nexus_bagne	Nexus Karavan 传送契约			Nexus Karavan 传送契约			
_CAC1A0A9D0DAD911	tp_karavan_nexus_route_gouffre	Nexus 至幽影之地隧道 Karavan 传送契约			Nexus 至幽影之地隧道 Karavan 传送契约			
