*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2	*commentaires
_C57F6D6FF92DE97E	bcmpea02	连发投射器穿刺弹药							Matis 连发投射器穿刺弹药的制造图样。		
_46AF6D6F7B8DDD7D	bcmpea03	连发投射器劈砍弹药							Matis 连发投射器劈砍弹药的制造图样。		
_F3FD5847C0B3D76E	bcmpea04	弓式步枪砸击弹药							Matis 弓式步枪砸击弹药的制造图样。		
_ED1FB5B2DEA2E75E	bcmpea05	弓式步枪穿刺弹药							Matis 弓式步枪穿刺弹药的制造图样。		
_F05FA5B5DEF2EB5A	bcmpea06	弓式步枪劈砍弹药							Matis 弓式步枪劈砍弹药的制造图样。		
_E04C99B5513F4799	bcmpea10	投射器砸击弹药							Matis 投射器砸击弹药的制造图样。		
_7473FEA1163E3BA7	bcmpea11	投射器穿刺弹药							Matis 投射器穿刺弹药的制造图样。		
_B683EEA956FE47AA	bcmpea12	投射器劈砍弹药							Matis 投射器劈砍弹药的制造图样。		
_939D5B685CB61240	bcmpea19	步枪砸击弹药							Matis 步枪砸击弹药的制造图样。		
_ED8C6B475AA6A3BC	bcmpea20	步枪穿刺弹药							Matis 步枪穿刺弹药的制造图样。		
_EDDC6F489B96AFBF	bcmpea21	步枪劈砍弹药							Matis 步枪劈砍弹药的制造图样。		
_B62578BBA75D97A1	bctpea13	弓手枪砸击弹药							Tryker 弓手枪砸击弹药的制造图样。		
_B3F4A4C9C143F894	bctpea14	弓手枪穿刺弹药							Tryker 弓手枪穿刺弹药的制造图样。		
_F2E4BCCC01430C9A	bctpea15	弓手枪劈砍弹药							Tryker 弓手枪劈砍弹药的制造图样。		
_5CBDD9BD0CA9717B	bctpea07	手雷砸击弹药							Tryker 手雷砸击弹药的制造图样。		
_F0E43EA9D2A86589	bctpea08	手雷穿刺弹药							Tryker 手雷穿刺弹药的制造图样。		
_32F42EB11268718C	bctpea09	手雷劈砍弹药							Tryker 手雷劈砍弹药的制造图样。		
_666AB768A5619A1B	bctpea16	手枪砸击弹药							Tryker 手枪砸击弹药的制造图样。		
_A53A64C67E31AA0B	bctpea17	手枪穿刺弹药							Tryker 手枪穿刺弹药的制造图样。		
_66BA68C280B1AE07	bctpea18	手枪劈砍弹药							Tryker 手枪劈砍弹药的制造图样。		
_E27A18A0C32E5AE1	bctpea01	连发投射器砸击弹药							Tryker 连发投射器砸击弹药的制造图样。		
_BB60BD7E052C42FD	bctpea02	连发投射器穿刺弹药							Tryker 连发投射器穿刺弹药的制造图样。		
_BB60BD88C5AC5A03	bctpea03	连发投射器劈砍弹药							Tryker 连发投射器劈砍弹药的制造图样。		
_B215B5F8BEE68BC7	bctpea04	弓式步枪砸击弹药							Tryker 弓式步枪砸击弹药的制造图样。		
_8CFA4EF5FFE57FC4	bctpea05	弓式步枪穿刺弹药							Tryker 弓式步枪穿刺弹药的制造图样。		
_CCBA5AFD7FA58BCC	bctpea06	弓式步枪劈砍弹药							Tryker 弓式步枪劈砍弹药的制造图样。		
_45DBFEA804EA26C4	bctpea10	投射器砸击弹药							Tryker 投射器砸击弹药的制造图样。		
_A0C902A683CBC321	bctpea11	投射器穿刺弹药							Tryker 投射器穿刺弹药的制造图样。		
_E0D912A584FBC326	bctpea12	投射器劈砍弹药							Tryker 投射器劈砍弹药的制造图样。		
_12933BFC1AF2126D	bctpea19	步枪砸击弹药							Tryker 步枪砸击弹药的制造图样。		
_1392EB0EADB8EF5C	bctpea20	步枪穿刺弹药							Tryker 步枪穿刺弹药的制造图样。		
_53520B12ECE8FB61	bctpea21	步枪劈砍弹药							Tryker 步枪劈砍弹药的制造图样。		
_453A3EC1DC57F959	bczpea13	弓手枪砸击弹药							Zoraï 弓手枪砸击弹药的制造图样。		
_A02842BF5C3896B6	bczpea14	弓手枪穿刺弹药							Zoraï 弓手枪穿刺弹药的制造图样。		
_E03852BE5D6896BB	bczpea15	弓手枪劈砍弹药							Zoraï 弓手枪劈砍弹药的制造图样。		
_61D92F62EDE36E4C	bczpea07	手雷砸击弹药							Zoraï 手雷砸击弹药的制造图样。		
_A0A9DCC0C7B37E3C	bczpea08	手雷穿刺弹药							Zoraï 手雷穿刺弹药的制造图样。		
_6129E0BCC8338238	bczpea09	手雷劈砍弹药							Zoraï 手雷劈砍弹药的制造图样。		
_BEF35B08E2F6A547	bczpea16	手枪砸击弹药							Zoraï 手枪砸击弹药的制造图样。		
_BFF20B1AF7AC8236	bczpea17	手枪穿刺弹药							Zoraï 手枪穿刺弹药的制造图样。		
_FFB22B1E37DC8E3B	bczpea18	手枪劈砍弹药							Zoraï 手枪劈砍弹药的制造图样。		
_004F0804A2DD511A	bczpea01	连发投射器砸击弹药							Zoraï 连发投射器砸击弹药的制造图样。		
_C330A572F70D2107	bczpea02	连发投射器穿刺弹药							Zoraï 连发投射器穿刺弹药的制造图样。		
_4460A572796D1506	bczpea03	连发投射器劈砍弹药							Zoraï 连发投射器劈砍弹药的制造图样。		
_EF8EC861C0B3D7E0	bczpea04	弓式步枪砸击弹药							Zoraï 弓式步枪砸击弹药的制造图样。		
_E9B025CCDEA2E7D0	bczpea05	弓式步枪穿刺弹药							Zoraï 弓式步枪穿刺弹药的制造图样。		
_ECF015CFDEF2EBCC	bczpea06	弓式步枪劈砍弹药							Zoraï 弓式步枪劈砍弹药的制造图样。		
_DCDD09CF513F470B	bczpea10	投射器砸击弹药							Zoraï 投射器砸击弹药的制造图样。		
_70046EBB163E3B19	bczpea11	投射器穿刺弹药							Zoraï 投射器穿刺弹药的制造图样。		
_B2145EC356FE471C	bczpea12	投射器劈砍弹药							Zoraï 投射器劈砍弹药的制造图样。		
_914E6B6DDB9646BC	bczpea19	步枪砸击弹药							Zoraï 步枪砸击弹药的制造图样。		
_EB3D7B4CD986D738	bczpea20	步枪穿刺弹药							Zoraï 步枪穿刺弹药的制造图样。		
_EB8D7F4D1A76E33B	bczpea21	步枪劈砍弹药							Zoraï 步枪劈砍弹药的制造图样。		
_9D571F42C2080046	bcfaec01_fahb	重型靴子 - 基础品质							Fyros 重型靴子的制造图样。		
_7003DF4C68665E1C	bcfaec04_fahg	重型手套 - 基础品质							Fyros 重型手套的制造图样。		
_B002D74569765E15	bcfaec07_fahh	重型头盔 - 基础品质							Fyros 重型头盔的制造图样。		
_5D775741FFF90054	bcfaec10_fahp	重型裤子 - 基础品质							Fyros 重型裤子的制造图样。		
_99F137EF6126A800	bcfaec13_fahs	重型护臂 - 基础品质							Fyros 重型护臂的制造图样。		
_8721F357C28EB9B5	bcfaec16_fahv	重型背心 - 基础品质							Fyros 重型背心的制造图样。		
_1CB72F4681271045	bcfaea01_falb	轻型靴子 - 基础品质							Fyros 轻型靴子的制造图样。		
_F343EF4C27855A12	bcfaea04_falg	轻型手套 - 基础品质							Fyros 轻型手套的制造图样。		
_DCD767457F081053	bcfaea07_falp	轻型裤子 - 基础品质							Fyros 轻型裤子的制造图样。		
_9C3137EF60F5800A	bcfaea10_fals	轻型护臂 - 基础品质							Fyros 轻型护臂的制造图样。		
_48400B5BC1ADC9B9	bcfaea13_falv	轻型背心 - 基础品质							Fyros 轻型背心的制造图样。		
_77F0568F16799203	bcfaeb16_famb	中型靴子 - 基础品质							Fyros 中型靴子的制造图样。		
_5F5F56E935157C01	bcfaeb19_famg	中型手套 - 基础品质							Fyros 中型手套的制造图样。		
_F4C11E9D15899210	bcfaeb22_famp	中型裤子 - 基础品质							Fyros 中型裤子的制造图样。		
_DC11A8D11E9A109A	bcfaeb25_fams	中型护臂 - 基础品质							Fyros 中型护臂的制造图样。		
_5A06928A45334155	bcfaeb28_famv	中型背心 - 基础品质							Fyros 中型背心的制造图样。		
_97373B3C43870448	bcmaec01_mahb	重型靴子 - 基础品质							Matis 重型靴子的制造图样。		
_3273FB46E9858204	bcmaec04_mahg	重型手套 - 基础品质							Matis 重型手套的制造图样。		
_7272F33FEA9582FD	bcmaec07_mahh	重型头盔 - 基础品质							Matis 重型头盔的制造图样。		
_5757733B80780456	bcmaec10_mahp	重型裤子 - 基础品质							Matis 重型裤子的制造图样。		
_996153E961C56407	bcmaec13_mahs	重型护臂 - 基础品质							Matis 重型护臂的制造图样。		
_08102B51430DD5AF	bcmaec16_mahv	重型背心 - 基础品质							Matis 重型背心的制造图样。		
_16974B4002A61447	bcmaea01_malb	轻型靴子 - 基础品质							Matis 轻型靴子的制造图样。		
_B5B30B46A8A47EFA	bcmaea04_malg	轻型手套 - 基础品质							Matis 轻型手套的制造图样。		
_D6B7833F00871455	bcmaea07_malp	轻型裤子 - 基础品质							Matis 轻型裤子的制造图样。		
_9CA153E960943C11	bcmaea10_mals	轻型护臂 - 基础品质							Matis 轻型护臂的制造图样。		
_C92F4355422CE5B3	bcmaea13_malv	轻型背心 - 基础品质							Matis 轻型背心的制造图样。		
_396072895688B6EB	bcmaeb01_mamb	中型靴子 - 基础品质							Matis 中型靴子的制造图样。		
_5FCF72E3F4A43808	bcmaeb04_mamg	中型手套 - 基础品质							Matis 中型手套的制造图样。		
_B6313A97D788B6F8	bcmaeb07_mamp	中型裤子 - 基础品质							Matis 中型裤子的制造图样。		
_DC81C4C5DF88489A	bcmaeb10_mams	中型护臂 - 基础品质							Matis 中型护臂的制造图样。		
_54E6AE8484A24557	bcmaeb13_mamv	中型背心 - 基础品质							Matis 中型背心的制造图样。		
_EC9D7FBD0577292C	bcraea01	难民黑色靴子							难民黑色靴子的制造图样。		
_6C5D83B645772926	bcraea02	难民米色靴子							难民米色靴子的制造图样。		
_2EFDA7C80777292F	bcraea04	难民绿色靴子							难民绿色靴子的制造图样。		
_3644C580514ABFD0	bcraea05	难民红色靴子							难民红色靴子的制造图样。		
_C513EF252EC083BD	bcraea06	难民青绿色靴子							难民青绿色靴子的制造图样。		
_9806D50042131DDB	bcraea03	难民蓝色靴子							难民蓝色靴子的制造图样。		
_DC37CCF10F8417B6	bcraea07	难民紫罗兰色靴子							难民紫罗兰色靴子的制造图样。		
_B02E8FCE0C772926	bcraea08	难民白色靴子							难民白色靴子的制造图样。		
_56951CC95C7A75C2	bcraea10	难民黑色手套							难民黑色手套的制造图样。		
_5895E4C99E6A75B6	bcraea09	难民米色手套							难民米色手套的制造图样。		
_58154CD3DC7A75C8	bcraea12	难民绿色手套							难民绿色手套的制造图样。		
_CA69A4F04233E102	bcraea13	难民红色手套							难民红色手套的制造图样。		
_F63B68717D22EB1C	bcraea14	难民青绿色手套							难民青绿色手套的制造图样。		
_9BFE93B5C729EE28	bcraea11	难民蓝色手套							难民蓝色手套的制造图样。		
_671B602BCC2DD25C	bcraea15	难民紫罗兰色手套							难民紫罗兰色手套的制造图样。		
_E095FCF3DD7A75B6	bcraea16	难民白色手套							难民白色手套的制造图样。		
_EC9D7FBC0488612C	bcraea18	难民黑色裤子							难民黑色裤子的制造图样。		
_6C5D83B5C3886126	bcraea17	难民米色裤子							难民米色裤子的制造图样。		
_2EFDA7C74398612F	bcraea20	难民绿色裤子							难民绿色裤子的制造图样。		
_F664FD80505A87DE	bcraea21	难民红色裤子							难民红色裤子的制造图样。		
_42F4EF25ED00BBBC	bcraea22	难民青绿色裤子							难民青绿色裤子的制造图样。		
_1C06D500844351CD	bcraea19	难民蓝色裤子							难民蓝色裤子的制造图样。		
_DC37C4D516A417B6	bcraea23	难民紫罗兰色裤子							难民紫罗兰色裤子的制造图样。		
_B02E8FCD48986126	bcraea24	难民白色裤子							难民白色裤子的制造图样。		
_A1CBD8152A2B9959	bcraea26	难民黑色护臂							难民黑色护臂的制造图样。		
_A4DBBC15EA2B8157	bcraea25	难民米色护臂							难民米色护臂的制造图样。		
_236C041AAB2BA55E	bcraea28	难民绿色护臂							难民绿色护臂的制造图样。		
_1E9933BE4B296660	bcraea29	难民红色护臂							难民红色护臂的制造图样。		
_C1B066A48784F1CC	bcraea30	难民青绿色护臂							难民青绿色护臂的制造图样。		
_58171CB5992C8F2C	bcraea27	难民蓝色护臂							难民蓝色护臂的制造图样。		
_BC5D66161357E28B	bcraea31	难民紫罗兰色护臂							难民紫罗兰色护臂的制造图样。		
_E80B1C2A293B8164	bcraea32	难民白色护臂							难民白色护臂的制造图样。		
_8779D1EB42A26C2D	bcraea34	难民黑色背心							难民黑色背心的制造图样。		
_8899C5F33FA26C27	bcraea33	难民米色背心							难民米色背心的制造图样。		
_08E9F1F443F26C30	bcraea36	难民绿色背心							难民绿色背心的制造图样。		
_EC31A79C33362A27	bcraea37	难民红色背心							难民红色背心的制造图样。		
_6B0D8156DCCDA2BD	bcraea38	难民青绿色背心							难民青绿色背心的制造图样。		
_05C6D8B6544A1FAD	bcraea35	难民蓝色背心							难民蓝色背心的制造图样。		
_AE1DABC344F6717A	bcraea39	难民紫罗兰色背心							难民紫罗兰色背心的制造图样。		
_CC99050840036C27	bcraea40	难民白色背心							难民白色背心的制造图样。		
_AF2621E954FAF2D7	bctaec01_tahb	重型靴子 - 基础品质							Tryker 重型靴子的制造图样。		
_94919FE3F89580F3	bctaec04_tahg	重型手套 - 基础品质							Tryker 重型手套的制造图样。		
_1231A3E3F9A55CE8	bctaec07_tahh	重型头盔 - 基础品质							Tryker 重型头盔的制造图样。		
_2CF7E9F7140AF2E4	bctaec10_tahp	重型裤子 - 基础品质							Tryker 重型裤子的制造图样。		
_FD3C70E1A1AA8C80	bctaec13_tahs	重型护臂 - 基础品质							Tryker 重型护臂的制造图样。		
_0AFD9E455A52A140	bctaec16_tahv	重型背心 - 基础品质							Tryker 重型背心的制造图样。		
_B16621E4D10AC2E1	bctaea01_talb	轻型靴子 - 基础品质							Tryker 轻型靴子的制造图样。		
_96919FDE3414A0FB	bctaea04_talg	轻型手套 - 基础品质							Tryker 轻型手套的制造图样。		
_2E37E9F2520AC2EE	bctaea07_talp	轻型裤子 - 基础品质							Tryker 轻型裤子的制造图样。		
_FE3C70D7DB6AA488	bctaea10_tals	轻型护臂 - 基础品质							Tryker 轻型护臂的制造图样。		
_8C3DAE4016B29536	bctaea13_talv	轻型背心 - 基础品质							Tryker 轻型背心的制造图样。		
_8B7FB72CF3E5A8EC	bctaeb01_tamb	中型靴子 - 基础品质							Tryker 中型靴子的制造图样。		
_B2D4DAD95CFAD88C	bctaeb04_tamg	中型手套 - 基础品质							Tryker 中型手套的制造图样。		
_8C60B72C74E5A4EB	bctaeb07_tamp	中型裤子 - 基础品质							Tryker 中型裤子的制造图样。		
_CC935719B2F9273F	bctaeb10_tams	中型护臂 - 基础品质							Tryker 中型护臂的制造图样。		
_69B472A3E40AB6EA	bctaeb13_tamv	中型背心 - 基础品质							Tryker 中型背心的制造图样。		
_1AD96134C2C61846	bczaec01_zahb	重型靴子 - 基础品质							Zoraï 重型靴子的制造图样。		
_7544213EE6E5AE12	bczaec04_zahg	重型手套 - 基础品质							Zoraï 重型手套的制造图样。		
_B5431937E7F5AE0B	bczaec07_zahh	重型头盔 - 基础品质							Zoraï 重型头盔的制造图样。		
_DAF99933FFB71854	bczaec10_zahp	重型裤子 - 基础品质							Zoraï 重型裤子的制造图样。		
_993279D7DE85D014	bczaec13_zahs	重型护臂 - 基础品质							Zoraï 重型护臂的制造图样。		
_87C18549C2EDE1A7	bczaec16_zahv	重型背心 - 基础品质							Zoraï 重型背心的制造图样。		
_9939713881E52845	bczaea01_zalb	轻型靴子 - 基础品质							Zoraï 轻型靴子的制造图样。		
_F884313EA504AA08	bczaea04_zalg	轻型手套 - 基础品质							Zoraï 轻型手套的制造图样。		
_5959A9377FC62853	bczaea07_zalp	轻型裤子 - 基础品质							Zoraï 轻型裤子的制造图样。		
_9C7279D7DD54A81E	bczaea10_zals	轻型护臂 - 基础品质							Zoraï 轻型护臂的制造图样。		
_48E09D4DC10CF1AB	bczaea13_zalv	轻型背心 - 基础品质							Zoraï 轻型背心的制造图样。		
_7C31988153E8E2F9	bczaeb01_zamb	中型靴子 - 基础品质							Zoraï 中型靴子的制造图样。		
_5FA098D17164A415	bczaeb04_zamg	中型手套 - 基础品质							Zoraï 中型手套的制造图样。		
_F902608FD4E8E206	bczaeb07_zamp	中型裤子 - 基础品质							Zoraï 中型裤子的制造图样。		
_DC52C2B5DD48B09A	bczaeb10_zams	中型护臂 - 基础品质							Zoraï 中型护臂的制造图样。		
_D788D47C03E15955	bczaeb13_zamv	中型背心 - 基础品质							Zoraï 中型背心的制造图样。		
_662A0A058CFE4B04	bcfjea01	脚环 - 基础品质							Fyros 脚环的制造图样。		
_098F8586E65E0FCF	bcfjea02	手镯 - 基础品质							Fyros 手镯的制造图样。		
_E22ACAF18A5E4B04	bcfjea03	头冠 - 基础品质							Fyros 头冠的制造图样。		
_333026A9037E578E	bcfjea04	耳环 - 基础品质							Fyros 耳环的制造图样。		
_31CFDEA9072F8B9B	bcfjea05	吊坠 - 基础品质							Fyros 吊坠的制造图样。		
_166E974361A46765	bcfjea06	戒指 - 基础品质							Fyros 戒指的制造图样。		
_64DA4A138CFE4B04	bcmjea01	脚环 - 基础品质							Matis 脚环的制造图样。		
_828F258DE65EF7D1	bcmjea02	手镯 - 基础品质							Matis 手镯的制造图样。		
_E0DA0AFF8A5E4B04	bcmjea03	头冠 - 基础品质							Matis 头冠的制造图样。		
_333FE2B0037E5788	bcmjea04	耳环 - 基础品质							Matis 耳环的制造图样。		
_31DE9AB0072F8B95	bcmjea05	吊坠 - 基础品质							Matis 吊坠的制造图样。		
_95FE1F4C5B146765	bcmjea06	戒指 - 基础品质							Matis 戒指的制造图样。		
_73D016B3E9519C80	bctjea01	脚环 - 基础品质							Tryker 脚环的制造图样。		
_4D3C9D6F3C8E451C	bctjea02	手镯 - 基础品质							Tryker 手镯的制造图样。		
_71B0DAB12A518079	bctjea03	头冠 - 基础品质							Tryker 头冠的制造图样。		
_499271526CEB08DE	bctjea04	耳环 - 基础品质							Tryker 耳环的制造图样。		
_46F18D56B3EB1CD0	bctjea05	吊坠 - 基础品质							Tryker 吊坠的制造图样。		
_794081125F2E3FAC	bctjea06	戒指 - 基础品质							Tryker 戒指的制造图样。		
_606BBA2D8CFE4B76	bczjea01	脚环 - 基础品质							Zoraï 脚环的制造图样。		
_03115D9AE6BDD74B	bczjea02	手镯 - 基础品质							Zoraï 手镯的制造图样。		
_DC6B7A198A5E4B76	bczjea03	头冠 - 基础品质							Zoraï 头冠的制造图样。		
_B0D04EBD037E2FFC	bczjea04	耳环 - 基础品质							Zoraï 耳环的制造图样。		
_AE6F06BD072F6309	bczjea05	吊坠 - 基础品质							Zoraï 吊坠的制造图样。		
_930E3757DEE567E1	bczjea06	戒指 - 基础品质							Zoraï 戒指的制造图样。		
_111A295FFAAE8AFE	bcfmea22_fm1bm	锤 - 基础品质							Fyros 锤的制造图样。		
_BE1F5DFB23814368	bcfmea09	杖 - 基础品质							Fyros 杖的制造图样。		
_5054FD2A3EF9DD98	bcfmea16_fm1pd	匕首 - 基础品质							Fyros 匕首的制造图样。		
_0F9A9879A679B2B0	bcfmea19_fm1ps	矛 - 基础品质							Fyros 矛的制造图样。		
_68FCD9C3B2F9A4A5	bcfmea13_fm1sa	斧 - 基础品质							Fyros 斧的制造图样。		
_35620840EAC7E4C8	bcfmea31_fm1sab	燃烧斧							燃烧斧的制造图样。		
_D09A9878EA8A0ED0	bcfmea28_fm1ss	剑 - 基础品质							Fyros 剑的制造图样。		
_98E5F3F0BDAA31C6	bcfmea07_fm2bm	长锤 - 基础品质							Fyros 双手锤的制造图样。		
_534B295F7B0EB617	bcfmea04_fm2pp	长矛 - 基础品质							Fyros 长矛的制造图样。		
_57EDBB4868E4A2C8	bcfmea01_fm2sa	长斧 - 基础品质							Fyros 双手斧的制造图样。		
_C3F297E47D43FA7E	bcfmea33_fm2sab	燃烧长斧							燃烧双手斧的制造图样。		
_44663B4CBFB5F5E3	bcfmea10_fm2ss	长剑 - 基础品质							Fyros 双手剑的制造图样。		
_44DAB5502F335856	bcfmea32_fm2ssb	燃烧长剑							燃烧双手剑的制造图样。		
_118A2D61733E2A05	bcmmea22_mm1bm	锤 - 基础品质							Matis 锤的制造图样。		
_3D4F05EAE5814368	bcmmea09	杖 - 基础品质							Matis 杖的制造图样。		
_50C4E92E32D9DD98	bcmmea16_mm1pd	匕首 - 基础品质							Matis 匕首的制造图样。		
